0.048,0.449,0.057,0.373
0.022,0.366,0.029,0.342
0.017,0.299,0.03,0.328
0.017,0.329,0.021,0.285
0.017,0.324,0.023,0.293
0.019,0.287,0.028,0.31
0.02,0.318,0.028,0.282
0.035,0.367,0.02,0.285
0.019,0.299,0.022,0.337
0.023,0.344,0.03,0.287
0.018,0.304,0.028,0.291
0.045,0.494,0.029,0.288
0.023,0.344,0.059,0.431
0.02,0.333,0.033,0.312
0.02,0.313,0.021,0.288
0.026,0.302,0.02,0.292
0.025,0.317,0.029,0.307
0.017,0.285,0.028,0.28
0.017,0.283,0.02,0.288
0.017,0.279,0.023,0.31
0.016,0.278,0.031,0.294
0.017,0.277,0.02,0.29
0.017,0.311,0.026,0.29
0.017,0.284,0.029,0.285
0.016,0.277,0.02,0.291
0.017,0.306,0.02,0.288
0.023,0.27,0.021,0.306
0.047,0.433,0.02,0.293
0.029,0.365,0.021,0.289
0.021,0.367,0.027,0.303
0.021,0.342,0.02,0.295
0.021,0.331,0.021,0.289
0.019,0.321,0.02,0.312
0.018,0.322,0.035,0.302
0.024,0.308,0.023,0.302
0.018,0.308,0.027,0.287
0.017,0.307,0.021,0.292
0.017,0.306,0.02,0.29
0.023,0.291,0.028,0.29
0.027,0.387,0.028,0.287
0.017,0.316,0.031,0.295
0.018,0.306,0.028,0.289
0.017,0.301,0.028,0.316
0.024,0.308,0.037,0.378
0.017,0.3,0.04,0.371
0.023,0.335,0.038,0.355
0.031,0.33,0.024,0.32
0.026,0.319,0.029,0.312
0.025,0.328,0.029,0.551
0.018,0.328,0.033,0.378
